# JD    mag
2458347.995188  23.837634055688827
2458348.005715  23.83763404312497
2458348.016241  23.837634030558753
2458348.026768  23.837634017987785
2458348.037294  23.837634005414454
2458348.04782  23.837633992837564
2458348.058347  23.83763398025592
2458348.068873  23.837633967671906
2458348.0794  23.837633955083135
2458348.089926  23.837633942491998
2458348.100452  23.837633929897294
2458348.110979  23.837633917297826
2458348.121505  23.837633904695988
2458348.132031  23.837633892090583
2458348.142558  23.837633879480407
2458348.153084  23.83763386686786
2458348.163611  23.837633854250544
2458348.174137  23.83763384163085
2458348.184663  23.837633829007583
2458348.19519  23.83763381637954
2458348.205716  23.83763380374912
2458348.246149  23.83763375519923
2458348.256675  23.83763374255148
2458348.267201  23.83763372990014
2458348.277728  23.83763371724401
2458348.288254  23.8376337045855
2458348.298781  23.8376336919222
2458348.309307  23.83763367925651
2458348.319833  23.83763366658723
2458348.33036  23.83763365391316
2458348.340886  23.837633641236696
2458348.351412  23.837633628556638
2458348.361939  23.837633615871784
2458348.372465  23.837633603184536
2458348.382992  23.837633590492484
2458348.393518  23.83763357779804
2458348.404044  23.837633565099996
2458348.414571  23.837633552397143
2458348.425097  23.837633539691893
2458348.435624  23.837633526981833
2458348.44615  23.837633514269378
2458348.456676  23.837633501553317
2458348.467203  23.837633488832434
2458348.477729  23.837633476109158
2458348.488256  23.83763346338106
2458348.498782  23.837633450650557
2458348.509308  23.837633437916445
2458348.519835  23.83763342517751
2458348.530361  23.83763341243617
2458348.540888  23.837633399690002
2458348.551414  23.837633386941427
2458348.56194  23.837633374189238
2458348.572467  23.83763336143221
2458348.582993  23.83763334867278
2458348.593519  23.837633335909725
2458348.604046  23.837633323141834
2458348.614572  23.83763331037153
2458348.625099  23.83763329759639
2458348.635625  23.837633284818835
2458348.646151  23.83763327203765
2458348.656678  23.83763325925162
2458348.667204  23.837633246463177
2458348.677731  23.837633233669887
2458348.688257  23.837633220874178
2458348.698783  23.837633208074834
2458348.739216  23.837633158875537
2458348.749742  23.83763314605858
2458348.760269  23.837633133236764
2458348.770795  23.837633120412526
2458348.781321  23.83763310758464
2458348.791848  23.837633094751894
2458348.802374  23.837633081916714
2458348.8129  23.837633069077892
2458348.823427  23.837633056234196
2458348.833953  23.837633043388074
2458348.84448  23.837633030537077
2458348.855006  23.83763301768365
2458348.865532  23.837633004826568
2458348.876059  23.83763299196461
2458348.886585  23.837632979100214
2458348.897112  23.83763296623094
2458348.907638  23.83763295335923
2458348.918164  23.837632940483857
2458348.928691  23.837632927603604
2458348.939217  23.837632914720906
2458348.949744  23.837632901833324
2458348.96027  23.8376328889433
2458348.970796  23.837632876049607
2458348.981323  23.837632863151025
2458348.991849  23.837632850249996
2458349.002375  23.837632837345296
2458349.012902  23.8376328244357
2458349.023428  23.837632811523658
2458349.033955  23.837632798606716
2458349.044481  23.837632785687326
2458349.055007  23.837632772764255
2458349.065534  23.837632759836282
2458349.07606  23.837632746905857
2458349.086587  23.837632733970523
2458349.097113  23.837632721032737
2458349.107639  23.837632708091267
2458349.118166  23.837632695144883
2458349.128692  23.837632682196045
2458349.139219  23.83763266924229
2458349.149745  23.837632656286075
2458349.160271  23.837632643326174
2458349.170798  23.837632630361348
2458349.181324  23.837632617394064
2458349.19185  23.83763260442309
2458349.232283  23.837632554563964
2458349.242809  23.83763254157509
2458349.253336  23.837632528581285
2458349.263862  23.83763251558501
2458349.274388  23.837632502585034
2458349.284915  23.83763248958012
2458349.295441  23.837632476572736
2458349.305968  23.837632463560407
2458349.316494  23.837632450545605
2458349.32702  23.8376324375271
2458349.337547  23.837632424503642
2458349.348073  23.837632411477713
2458349.3586  23.83763239844683
2458349.369126  23.837632385413475
2458349.379652  23.8376323723764
2458349.390179  23.83763235933437
2458349.400705  23.837632346289865
2458349.411231  23.83763233324164
2458349.421758  23.837632320188455
2458349.432284  23.837632307132786
2458349.442811  23.83763229407215
2458349.453337  23.837632281009036
2458349.463863  23.837632267942197
2458349.47439  23.837632254870385
2458349.484916  23.83763224179609
2458349.495443  23.83763222871682
2458349.505969  23.837632215635068
2458349.516495  23.837632202549578
2458349.527022  23.837632189459114
2458349.537548  23.83763217636616
2458349.548075  23.837632163268225
2458349.558601  23.8376321501678
2458349.569127  23.837632137063633
2458349.579654  23.83763212395448
2458349.59018  23.837632110842836
2458349.600706  23.837632097727447
2458349.611233  23.83763208460707
2458349.621759  23.837632071484194
2458349.632286  23.837632058356323
2458349.642812  23.837632045225956
2458349.653338  23.837632032091836
2458349.663865  23.83763201895272
2458349.674391  23.837632005811102
2458349.684918  23.837631992664484
2458349.695444  23.837631979515358
2458349.735876  23.83763192897261
2458349.746403  23.837631915804042
2458349.756929  23.837631902632967
2458349.767456  23.83763188945688
2458349.777982  23.83763187627828
2458349.788508  23.837631863095915
2458349.799035  23.83763184990853
2458349.809561  23.83763183671863
2458349.820087  23.837631823524962
2458349.830614  23.83763181032627
2458349.84114  23.83763179712506
2458349.851667  23.837631783918823
2458349.862193  23.837631770710065
2458349.872719  23.837631757497533
2458349.883246  23.83763174427997
2458349.893772  23.837631731059886
2458349.904299  23.837631717834764
2458349.914825  23.83763170460712
2458349.925351  23.83763169137569
2458349.935878  23.837631678139225
2458349.946404  23.83763166490023
2458349.956931  23.837631651656192
2458349.967457  23.837631638409622
2458349.977983  23.83763162515927
2458349.98851  23.837631611903866
2458349.999036  23.83763159864593
2458350.009562  23.8376315853842
2458350.020089  23.837631572117424
2458350.030615  23.837631558848106
2458350.041142  23.837631545573736
2458350.051668  23.837631532296825
2458350.062194  23.837631519016117
2458350.072721  23.83763150573035
2458350.083247  23.837631492442043
2458350.093774  23.83763147914867
2458350.1043  23.837631465852755
2458350.114826  23.837631452553033
2458350.125353  23.837631439248245
2458350.135879  23.837631425940913
2458350.146406  23.837631412628504
2458350.156932  23.83763139931355
2458350.167458  23.837631385994786
2458350.177985  23.837631372670945
2458350.188511  23.837631359344552
2458350.228944  23.83763130811906
2458350.23947  23.837631294774187
2458350.249996  23.83763128142549
2458350.260523  23.837631268071704
2458350.271049  23.837631254715358
2458350.281575  23.83763124135519
2458350.292102  23.837631227989924
2458350.302628  23.8376312146221
2458350.313155  23.837631201249174
2458350.323681  23.837631187873686
2458350.334207  23.83763117449437
2458350.344734  23.837631161109947
2458350.35526  23.83763114772296
2458350.365787  23.837631134330863
2458350.376313  23.8376311209362
2458350.386839  23.837631107537703
2458350.397366  23.83763109413409
2458350.407892  23.83763108072791
2458350.418419  23.83763106731661
2458350.428945  23.837631053902744
2458350.439471  23.83763104048503
2458350.449998  23.837631027062194
2458350.460524  23.837631013636784
2458350.47105  23.837631000207526
2458350.481577  23.837630986773142
2458350.492103  23.83763097333618
2458350.50263  23.83763095989409
2458350.513156  23.83763094644942
2458350.523682  23.837630933000895
2458350.534209  23.837630919547234
2458350.544735  23.837630906090993
2458350.555262  23.837630892629612
2458350.565788  23.83763087916565
2458350.576314  23.837630865697825
2458350.586841  23.837630852224855
2458350.597367  23.837630838749302
2458350.607894  23.8376308252686
2458350.61842  23.83763081178531
2458350.628946  23.837630798298154
2458350.639473  23.837630784805842
2458350.649999  23.83763077131094
2458350.660525  23.837630757812168
2458350.671052  23.837630744308235
2458350.681578  23.83763073080171
2458350.722011  23.837630678883706
2458350.732537  23.8376306653584
2458350.743063  23.83763065182921
2458350.75359  23.837630638294847
2458350.764116  23.83763062475788
2458350.774643  23.837630611215747
2458350.785169  23.83763059767101
2458350.795695  23.83763058412238
2458350.806222  23.837630570568567
2458350.816748  23.837630557012154
2458350.827275  23.837630543450558
2458350.837801  23.83763052988635
2458350.848327  23.83763051631825
2458350.858854  23.83763050274496
2458350.86938  23.837630489169058
2458350.879906  23.837630475589258
2458350.890433  23.837630462004263
2458350.900959  23.837630448416657
2458350.911486  23.837630434823854
2458350.922012  23.837630421228432
2458350.932538  23.837630407629106
2458350.943065  23.83763039402458
2458350.953591  23.837630380417433
2458350.964118  23.83763036680508
2458350.974644  23.837630353190107
2458350.98517  23.837630339571223
2458350.995697  23.837630325947128
2458351.006223  23.837630312320407
2458351.01675  23.837630298688474
2458351.027276  23.837630285053915
2458351.037802  23.837630271415435
2458351.048329  23.83763025777174
2458351.058855  23.837630244125414
2458351.069381  23.837630230475163
2458351.079908  23.837630216819687
2458351.090434  23.83763020316158
2458351.100961  23.83763018949825
2458351.111487  23.83763017583228
2458351.122013  23.837630162162384
2458351.13254  23.837630148487253
2458351.143066  23.837630134809487
2458351.153593  23.837630121126484
2458351.164119  23.837630107440845
2458351.174645  23.837630093751265
2458351.185172  23.837630080056446
2458351.225604  23.837630027420854
2458351.236131  23.837630013706935
2458351.246657  23.837629999990376
2458351.257183  23.837629986269864
2458351.26771  23.8376299725441
2458351.278236  23.837629958815683
2458351.288763  23.83762994508201
2458351.299289  23.83762993134569
2458351.309815  23.837629917605412
2458351.320342  23.837629903859867
2458351.330868  23.83762989011167
2458351.341394  23.837629876359514
2458351.351921  23.837629862602093
2458351.362447  23.83762984884201
2458351.372974  23.83762983507666
2458351.3835  23.837629821308646
2458351.394026  23.83762980753667
2458351.404553  23.83762979375941
2458351.415079  23.837629779979494
2458351.425606  23.837629766194297
2458351.436132  23.837629752406436
2458351.446658  23.8376297386146
2458351.457185  23.837629724817475
2458351.467711  23.83762971101769
2458351.478237  23.837629697213924
2458351.488764  23.837629683404867
2458351.49929  23.837629669593138
2458351.509817  23.83762965577612
2458351.520343  23.837629641956426
2458351.530869  23.837629628132746
2458351.541396  23.837629614303772
2458351.551922  23.83762960047212
2458351.562449  23.837629586635163
2458351.572975  23.83762957279553
2458351.583501  23.837629558951907
2458351.594028  23.837629545102974
2458351.604554  23.837629531251363
2458351.615081  23.83762951739444
2458351.625607  23.837629503534835
2458351.636133  23.83762948967123
2458351.64666  23.83762947580231
2458351.657186  23.837629461930703
2458351.667712  23.837629448055093
2458351.678239  23.83762943417416
2458351.718671  23.837629380823156
2458351.729198  23.83762936692282
2458351.739724  23.837629353019786
2458351.75025  23.837629339112745
2458351.760777  23.83762932520036
2458351.771303  23.837629311285284
2458351.78183  23.83762929736487
2458351.792356  23.837629283441757
2458351.802882  23.837629269514622
2458351.813409  23.83762925558214
2458351.823935  23.837629241646958
2458351.834462  23.83762922770643
2458351.844988  23.8376292137632
2458351.855514  23.83762919981594
2458351.866041  23.837629185863328
2458351.876567  23.837629171908006
2458351.887094  23.83762915794733
2458351.89762  23.837629143983946
2458351.908146  23.837629130016527
2458351.918673  23.837629116043747
2458351.929199  23.837629102068256
2458351.939725  23.837629088088722
2458351.950252  23.837629074103823
2458351.960778  23.83762906011621
2458351.971305  23.837629046123222
2458351.981831  23.837629032127523
2458351.992357  23.837629018127778
2458352.002884  23.837629004122654
2458352.01341  23.83762899011481
2458352.023937  23.837628976101588
2458352.034463  23.837628962085642
2458352.044989  23.837628948065646
2458352.055516  23.837628934040264
2458352.066042  23.837628920012158
2458352.076569  23.837628905978658
2458352.087095  23.837628891942437
2458352.097621  23.837628877902155
2458352.108148  23.837628863856477
2458352.118674  23.83762884980807
2458352.1292  23.837628835755602
2458352.139727  23.837628821697727
2458352.150253  23.837628807637127
2458352.16078  23.83762879357112
2458352.171306  23.837628779502378
2458352.211738  23.837628725424295
2458352.222265  23.837628711334496
2458352.232791  23.837628697241957
2458352.243318  23.837628683143997
2458352.253844  23.837628669043298
2458352.26437  23.837628654938513
2458352.274897  23.837628640828306
2458352.285423  23.837628626715357
2458352.29595  23.837628612596976
2458352.306476  23.837628598475852
2458352.317002  23.837628584350636
2458352.327529  23.837628570219987
2458352.338055  23.83762855608659
2458352.348581  23.837628541949098
2458352.359108  23.837628527806167
2458352.369634  23.837628513660487
2458352.380161  23.83762849950936
2458352.390687  23.83762848535548
2458352.401213  23.8376284711975
2458352.41174  23.837628457034075
2458352.422266  23.83762844286789
2458352.432793  23.837628428696252
2458352.443319  23.837628414521856
2458352.453845  23.83762840034335
2458352.464372  23.837628386159388
2458352.474898  23.837628371972663
2458352.485425  23.837628357780478
2458352.495951  23.83762834358553
2458352.506477  23.837628329386465
2458352.517004  23.837628315181934
2458352.52753  23.837628300974636
2458352.538056  23.837628286763216
2458352.548583  23.83762827254633
2458352.559109  23.837628258326667
2458352.569636  23.837628244101534
2458352.580162  23.837628229873623
2458352.590688  23.83762821564159
2458352.601215  23.837628201404073
2458352.611741  23.83762818716378
2458352.622268  23.837628172918006
2458352.632794  23.83762815866945
2458352.64332  23.83762814441676
2458352.653847  23.837628130158585
2458352.664373  23.837628115897626
2458352.6749  23.837628101631175
2458352.715332  23.837628046798223
2458352.725858  23.837628032513074
2458352.736385  23.837628018222425
2458352.746911  23.83762800392898
2458352.757438  23.837627989630032
2458352.767964  23.83762797532829
2458352.77849  23.837627961022395
2458352.789017  23.837627946710988
2458352.799543  23.83762793239679
2458352.810069  23.83762791807843
2458352.820596  23.83762790375455
2458352.831122  23.83762788942788
2458352.841649  23.83762787509568
2458352.852175  23.837627860760684
2458352.862701  23.837627846421523
2458352.873228  23.837627832076834
2458352.883754  23.83762781772934
2458352.894281  23.837627803376318
2458352.904807  23.837627789020488
2458352.915333  23.837627774660486
2458352.92586  23.83762776029495
2458352.936386  23.837627745926603
2458352.946913  23.83762773155272
2458352.957439  23.83762771717602
2458352.967965  23.837627702795146
2458352.978492  23.837627688408723
2458352.989018  23.837627674019487
2458352.999544  23.83762765962607
2458353.010071  23.8376276452271
2458353.020597  23.837627630825313
2458353.031124  23.83762761641797
2458353.04165  23.837627602007807
2458353.052176  23.837627587593456
2458353.062703  23.837627573173545
2458353.073229  23.83762755875081
2458353.083756  23.83762754432251
2458353.094282  23.837627529891385
2458353.104808  23.837627515456063
2458353.115335  23.83762750101517
2458353.125861  23.837627486571453
2458353.136387  23.83762747212353
2458353.146914  23.837627457670035
2458353.15744  23.837627443213705
2458353.167967  23.837627428751798
2458353.208399  23.837627373167514
2458353.218925  23.837627358686603
2458353.229452  23.837627344200097
2458353.239978  23.837627329710752
2458353.250505  23.837627315215816
2458353.261031  23.837627300718037
2458353.271557  23.837627286216033
2458353.282084  23.837627271708435
2458353.29261  23.83762725719799
2458353.303137  23.837627242681943
2458353.313663  23.837627228163047
2458353.324189  23.837627213639927
2458353.334716  23.837627199111193
2458353.345242  23.837627184579613
2458353.355769  23.837627170042417
2458353.366295  23.83762715550237
2458353.376821  23.83762714095809
2458353.387348  23.83762712640819
2458353.397874  23.837627111855433
2458353.4084  23.837627097298437
2458353.418927  23.83762708273582
2458353.429453  23.83762706817034
2458353.43998  23.837627053599235
2458353.450506  23.837627039025268
2458353.461032  23.837627024447055
2458353.471559  23.83762700986321
2458353.482085  23.837626995276498
2458353.492612  23.83762698068415
2458353.503138  23.837626966088934
2458353.513664  23.837626951489465
2458353.524191  23.83762693688435
2458353.534717  23.83762692227637
2458353.545244  23.837626907662745
2458353.55577  23.83762689304624
2458353.566296  23.837626878425482
2458353.576823  23.837626863799066
2458353.587349  23.83762684916978
2458353.597875  23.837626834536223
2458353.608402  23.83762681989701
2458353.618928  23.83762680525492
2458353.629455  23.837626790607167
2458353.639981  23.837626775956533
2458353.650507  23.837626761301628
2458353.661034  23.837626746641053
2458353.701466  23.83762669029309
2458353.711993  23.837626675611798
2458353.722519  23.837626660927615
2458353.733045  23.83762664623915
2458353.743572  23.837626631545
2458353.754098  23.83762661684796
2458353.764625  23.837626602145235
2458353.775151  23.837626587439612
2458353.785677  23.837626572729697
2458353.796204  23.837626558014094
2458353.80673  23.83762654329559
2458353.817256  23.837626528572788
2458353.827783  23.837626513844288
2458353.838309  23.83762649911289
2458353.848836  23.83762648437579
2458353.859362  23.837626469635786
2458353.869888  23.837626454891478
2458353.880415  23.83762644014146
2458353.890941  23.83762642538854
2458353.901468  23.837626410629905
2458353.911994  23.837626395868362
2458353.92252  23.83762638110251
2458353.933047  23.837626366330937
2458353.943573  23.837626351556455
2458353.9541  23.837626336776253
2458353.964626  23.837626321993135
2458353.975152  23.8376263072057
2458353.985679  23.837626292412534
2458353.996205  23.83762627761645
2458354.006731  23.83762626281605
2458354.017258  23.83762624800991
2458354.027784  23.837626233200854
2458354.038311  23.83762621838606
2458354.048837  23.83762620356834
2458354.059363  23.83762618874629
2458354.06989  23.8376261739185
2458354.080416  23.837626159087787
2458354.090943  23.837626144251324
2458354.101469  23.837626129411934
2458354.111995  23.837626114568202
2458354.122522  23.837626099718722
2458354.133048  23.837626084866308
2458354.143575  23.837626070008138
2458354.154101  23.837626055147037
2458354.164627  23.837626040281588
2458354.20506  23.837625983139233
2458354.215586  23.837625968252716
2458354.226112  23.837625953361847
2458354.236639  23.837625938465205
2458354.247165  23.837625923565618
2458354.257692  23.837625908660254
2458354.268218  23.837625893751945
2458354.278744  23.837625878839273
2458354.289271  23.83762586392082
2458354.299797  23.837625848999416
2458354.310324  23.837625834072224
2458354.32085  23.837625819142083
2458354.331376  23.837625804207573
2458354.341903  23.837625789267268
2458354.352429  23.837625774324007
2458354.362956  23.83762575937495
2458354.373482  23.83762574442294
2458354.384008  23.837625729466552
2458354.394535  23.83762571450436
2458354.405061  23.837625699539206
2458354.415588  23.83762568456825
2458354.426114  23.837625669594324
2458354.43664  23.83762565461602
2458354.447167  23.8376256396319
2458354.457693  23.837625624644815
2458354.468219  23.837625609653337
2458354.478746  23.837625594656046
2458354.489272  23.837625579655782
2458354.499799  23.8376255646497
2458354.510325  23.83762554964064
2458354.520851  23.83762553462719
2458354.531378  23.837625519607908
2458354.541904  23.837625504585652
2458354.552431  23.837625489557563
2458354.562957  23.837625474526497
2458354.573483  23.83762545949103
2458354.58401  23.83762544444972
2458354.594536  23.83762542940543
2458354.605063  23.8376254143553
2458354.615589  23.83762539930219
2458354.626115  23.837625384244664
2458354.636642  23.83762536918129
2458354.647168  23.83762535411493
2458354.657694  23.837625339044152
2458354.698127  23.83762528111241
2458354.708653  23.837625266020215
2458354.71918  23.837625250922162
2458354.729706  23.83762523582111
2458354.740232  23.837625220715633
2458354.750759  23.837625205604283
2458354.761285  23.837625190489938
2458354.771812  23.837625175369716
2458354.782338  23.837625160246496
2458354.792864  23.83762514511884
2458354.803391  23.837625129985305
2458354.813917  23.837625114848763
2458354.824444  23.83762509970634
2458354.83497  23.83762508456091
2458354.845496  23.837625069411033
2458354.856023  23.83762505425527
2458354.866549  23.837625039096494
2458354.877075  23.83762502393327
2458354.887602  23.837625008764153
2458354.898128  23.83762499359202
2458354.908655  23.83762497841399
2458354.919181  23.837624963232944
2458354.929707  23.837624948047438
2458354.940234  23.83762493285603
2458354.95076  23.837624917661604
2458354.961287  23.837624902461265
2458354.971813  23.83762488725791
2458354.982339  23.837624872050085
2458354.992866  23.83762485683635
2458355.003392  23.837624841619586
2458355.013919  23.837624826396905
2458355.024445  23.8376248111712
2458355.034971  23.837624795941018
2458355.045498  23.83762478070491
2458355.056024  23.837624765465772
2458355.06655  23.837624750222158
2458355.077077  23.837624734972614
2458355.087603  23.837624719720033
2458355.09813  23.83762470446152
2458355.108656  23.83762468919997
2458355.119182  23.837624673933934
2458355.129709  23.837624658661955
2458355.140235  23.83762464338694
2458355.150762  23.837624628105978
2458355.191194  23.83762456937322
2458355.20172  23.837624554071944
2458355.212247  23.837624538764707
2458355.222773  23.837624523454426
2458355.2333  23.837624508138184
2458355.243826  23.837624492818893
2458355.254352  23.83762447749509
2458355.264879  23.837624462165326
2458355.275405  23.837624446832507
2458355.285931  23.837624431495172
2458355.296458  23.83762441615187
2458355.306984  23.837624400805506
2458355.317511  23.837624385453168
2458355.328037  23.837624370097767
2458355.338563  23.837624354737848
2458355.34909  23.83762433937195
2458355.359616  23.837624324002984
2458355.370143  23.837624308628033
2458355.380669  23.837624293250016
2458355.391195  23.83762427786747
2458355.401722  23.837624262478933
2458355.412248  23.837624247087327
2458355.422775  23.837624231689723
2458355.433301  23.83762421628905
2458355.443827  23.837624200883837
2458355.454354  23.837624185472627
2458355.46488  23.837624170058337
2458355.475406  23.837624154639506
2458355.485933  23.837624139214668
2458355.496459  23.837624123786753
2458355.506986  23.837624108352824
2458355.517512  23.837624092915814
2458355.528038  23.837624077474253
2458355.538565  23.837624062026677
2458355.549091  23.837624046576014
2458355.559618  23.83762403111933
2458355.570144  23.837624015659557
2458355.58067  23.837624000195227
2458355.591197  23.837623984724868
2458355.601723  23.83762396925142
2458355.61225  23.83762395377194
2458355.622776  23.837623938289365
2458355.633302  23.837623922802226
2458355.643829  23.837623907309045
2458355.654355  23.837623891812772
2458355.694787  23.83762383224667
2458355.705314  23.837623816726783
2458355.71584  23.83762380120379
2458355.726367  23.837623785674744
2458355.736893  23.837623770142592
2458355.747419  23.837623754605858
2458355.757946  23.837623739063062
2458355.768472  23.837623723517154
2458355.778999  23.837623707965186
2458355.789525  23.8376236924101
2458355.800051  23.83762367685043
2458355.810578  23.837623661284688
2458355.821104  23.837623645715826
2458355.831631  23.83762363014089
2458355.842157  23.837623614562837
2458355.852683  23.837623598980187
2458355.86321  23.837623583391455
2458355.873736  23.8376235677996
2458355.884262  23.837623552203144
2458355.894789  23.837623536600596
2458355.905315  23.837623520994928
2458355.915842  23.837623505383164
2458355.926368  23.837623489768276
2458355.936894  23.837623474148774
2458355.947421  23.837623458523176
2458355.957947  23.837623442894447
2458355.968474  23.83762342725961
2458355.979  23.83762341162165
2458355.989526  23.83762339597906
2458356.000053  23.837623380330367
2458356.010579  23.83762336467854
2458356.021106  23.837623349020596
2458356.031632  23.837623333359513
2458356.042158  23.8376233176938
2458356.052685  23.837623302021974
2458356.063211  23.837623286347
2458356.073737  23.837623270667397
2458356.084264  23.837623254981665
2458356.09479  23.83762323929279
2458356.105317  23.837623223597785
2458356.115843  23.837623207899632
2458356.126369  23.837623192196837
2458356.136896  23.837623176487906
2458356.147422  23.83762316077582
2458356.187855  23.83762310037856
2458356.198381  23.837623084643973
2458356.208907  23.837623068904726
2458356.219434  23.837623053159327
2458356.22996  23.83762303741077
2458356.240487  23.837623021656054
2458356.251013  23.837623005898173
2458356.261539  23.837622990135632
2458356.272066  23.83762297436693
2458356.282592  23.837622958595055
2458356.293119  23.83762294281702
2458356.303645  23.83762292703581
2458356.314171  23.83762291124993
2458356.324698  23.83762289545788
2458356.335224  23.837622879662653
2458356.34575  23.837622863862755
2458356.356277  23.83762284805667
2458356.366803  23.837622832247416
2458356.37733  23.837622816431974
2458356.387856  23.837622800613353
2458356.398382  23.83762278479005
2458356.408909  23.837622768960554
2458356.419435  23.837622753127878
2458356.429962  23.837622737289006
2458356.440488  23.837622721446948
2458356.451014  23.8376227056002
2458356.461541  23.83762268974725
2458356.472067  23.83762267389111
2458356.482594  23.837622658028767
2458356.49312  23.837622642163232
2458356.503646  23.837622626292998
2458356.51  23.837622616710682
2458356.514173  23.83762261041655
2458356.524699  23.837622594536906
2458356.535225  23.837622578652557
2458356.545752  23.837622562761993
2458356.556278  23.83762254686823
2458356.566805  23.837622530968243
2458356.577331  23.837622515065057
2458356.587857  23.837622499157156
2458356.598384  23.837622483243027
2458356.60891  23.837622467325694
2458356.619437  23.837622451402126
2458356.629963  23.837622435475353
2458356.640489  23.837622419543855
2458356.680922  23.837622358303054
2458356.691448  23.837622342348673
2458356.701975  23.837622326388047
2458356.712501  23.837622310424198
2458356.723027  23.837622294455617
2458356.733554  23.83762227848078
2458356.74408  23.83762226250272
2458356.754606  23.83762224651992
2458356.765133  23.83762223053086
2458356.775659  23.837622214538577
2458356.786186  23.83762219854003
2458356.796712  23.837622182538247
2458356.807238  23.837622166531723
2458356.817765  23.837622150518925
2458356.828291  23.837622134502894
2458356.838818  23.83762211848059
2458356.849344  23.83762210245505
2458356.85987  23.83762208642475
2458356.870397  23.83762207038817
2458356.880923  23.837622054348355
2458356.89145  23.837622038302253
2458356.901976  23.83762202225291
2458356.912502  23.8376220061988
